633178239	230108144536285184	family	263	50	3	0.0	0.05	3
633178239	230108144536285184	family	263	50	4	0.0	0.05	3
633178239	230108144536285184	family	263	50	5	0.0	0.05	3
633178239	230108144536285184	family	263	50	6	0.0	0.05	3
633178239	230108144536285184	family	263	200	3	0.0	0.05	3
633178239	230108144536285184	family	263	200	4	0.0	0.05	3
633178239	230108144536285184	family	263	200	5	0.0	0.05	3
633178239	230108144536285184	family	263	200	6	0.0	0.05	3
633178239	230108144536285184	family	263	800	3	0.0	0.05	3
633178239	230108144536285184	family	263	800	4	0.0	0.05	3
633178239	230108144536285184	family	263	800	5	0.0	0.05	3
633178239	230108144536285184	family	263	800	6	0.0	0.05	3
633178239	230108144536285184	family	263	5000	3	0.0	0.05	3
633178239	230108144536285184	family	263	5000	4	0.0	0.05	3
633178239	230108144536285184	family	263	5000	5	0.0	0.05	3
633178239	230108144536285184	family	263	5000	6	0.0	0.05	3
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	50	3	0.0	0.05	15
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	50	4	0.0	0.05	16
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	50	5	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	50	6	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	50	7	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	50	8	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	50	9	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	50	10	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	50	11	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	50	12	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	50	13	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	50	14	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	50	15	0.0	0.05	18
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	50	16	0.0	0.05	18
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	50	17	0.0	0.05	18
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	50	18	0.0	0.05	1
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	50	19	0.0	0.05	1
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	50	20	0.0	0.05	1
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	50	21	0.0	0.05	1
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	50	22	0.0	0.05	1
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	200	3	0.0	0.05	15
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	200	4	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	200	5	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	200	6	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	200	7	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	200	8	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	200	9	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	200	10	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	200	11	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	200	12	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	200	13	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	200	14	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	200	15	0.0	0.05	18
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	200	16	0.0	0.05	18
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	200	17	0.0	0.05	18
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	200	18	0.0	0.05	1
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	200	19	0.0	0.05	1
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	200	20	0.0	0.05	1
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	200	21	0.0	0.05	1
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	200	22	0.0	0.05	1
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	800	3	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	800	4	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	800	5	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	800	6	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	800	7	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	800	8	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	800	9	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	800	10	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	800	11	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	800	12	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	800	13	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	800	14	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	800	15	0.0	0.05	18
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	800	16	0.0	0.05	18
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	800	17	0.0	0.05	18
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	800	18	0.0	0.05	1
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	800	19	0.0	0.05	1
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	800	20	0.0	0.05	1
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	800	21	0.0	0.05	1
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	800	22	0.0	0.05	1
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	5000	3	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	5000	4	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	5000	5	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	5000	6	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	5000	7	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	5000	8	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	5000	9	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	5000	10	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	5000	11	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	5000	12	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	5000	13	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	5000	14	0.0	0.05	19
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	5000	15	0.0	0.05	18
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	5000	16	0.0	0.05	18
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	5000	17	0.0	0.05	18
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	5000	18	0.0	0.05	1
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	5000	19	0.0	0.05	1
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	5000	20	0.0	0.05	1
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	5000	21	0.0	0.05	1
382937192	230498395989622784	AsLongAsYouLoveMeVIDEO	1377	5000	22	0.0	0.05	1
494748689	230644682248577024	ThingsThatLeadToSex	25	50	3	0.0	0.05	0
494748689	230644682248577024	ThingsThatLeadToSex	25	50	4	0.0	0.05	0
494748689	230644682248577024	ThingsThatLeadToSex	25	50	5	0.0	0.05	0
494748689	230644682248577024	ThingsThatLeadToSex	25	50	6	0.0	0.05	0
494748689	230644682248577024	ThingsThatLeadToSex	25	50	7	0.0	0.05	0
494748689	230644682248577024	ThingsThatLeadToSex	25	50	8	0.0	0.05	180
494748689	230644682248577024	ThingsThatLeadToSex	25	50	9	0.0	0.05	183
494748689	230644682248577024	ThingsThatLeadToSex	25	50	10	0.0	0.05	202
494748689	230644682248577024	ThingsThatLeadToSex	25	50	11	0.0	0.05	77
494748689	230644682248577024	ThingsThatLeadToSex	25	50	12	0.0	0.05	83
494748689	230644682248577024	ThingsThatLeadToSex	25	50	13	0.0	0.05	83
494748689	230644682248577024	ThingsThatLeadToSex	25	50	14	0.0	0.05	69
494748689	230644682248577024	ThingsThatLeadToSex	25	50	15	0.0	0.05	69
494748689	230644682248577024	ThingsThatLeadToSex	25	50	16	0.0	0.05	66
494748689	230644682248577024	ThingsThatLeadToSex	25	50	17	0.0	0.05	65
494748689	230644682248577024	ThingsThatLeadToSex	25	50	18	0.0	0.05	63
494748689	230644682248577024	ThingsThatLeadToSex	25	50	19	0.0	0.05	63
494748689	230644682248577024	ThingsThatLeadToSex	25	200	3	0.0	0.05	0
494748689	230644682248577024	ThingsThatLeadToSex	25	200	4	0.0	0.05	0
494748689	230644682248577024	ThingsThatLeadToSex	25	200	5	0.0	0.05	900
494748689	230644682248577024	ThingsThatLeadToSex	25	200	6	0.0	0.05	1042
